Country_Code,Country_Name,Indicator_Code,Indicator_Name,Number of Records,Year,Value
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,76
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,76
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,76
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,74
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,75
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,75
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,73
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1982,75
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,73
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,74
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,73
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,76
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1982,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,73
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,73
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,76
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,74
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,75
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,75
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,76
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1983,75
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1983,77
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,75
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,76
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,75
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,76
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,75
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,74
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1984,76
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1984,73
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,74
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,77
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,76
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,75
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,74
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1985,76
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,78
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,75
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1985,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,76
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,77
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,76
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,74
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1986,77
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,78
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,75
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,75
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1986,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,76
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,76
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,77
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,75
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1987,75
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,76
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,75
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,76
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,75
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1988,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,76
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,75
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,78
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,78
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,77
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,76
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1989,75
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,78
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,76
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,75
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1990,77
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1990,78
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,77
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,75
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,75
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,78
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,76
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,77
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,76
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,78
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1991,78
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1991,78
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,77
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,76
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,77
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,78
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,77
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1992,78
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,79
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,76
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,76
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1992,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,77
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,76
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1993,78
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,76
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,77
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,76
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,78
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,78
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,78
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1993,78
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,78
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,76
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,78
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1994,79
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,78
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1994,76
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,76
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1995,79
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,76
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,76
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,76
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1995,78
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,76
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,78
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,78
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,76
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,78
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,77
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1996,80
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,76
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,77
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,78
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1996,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,76
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,78
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,77
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1997,80
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,76
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,78
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,77
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,76
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,78
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1997,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,76
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,79
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,76
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,77
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1998,80
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,80
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,78
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,77
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1998,77
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,79
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,78
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,77
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,76
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1999,80
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,79
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,78
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,79
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1999,80
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,79
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,79
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,80
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,80
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2000,81
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,80
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,79
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,78
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,78
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2000,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,79
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,77
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,80
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2001,81
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,81
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,80
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,80
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,78
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,77
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2001,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,78
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,80
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,79
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,78
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,77
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2002,81
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,81
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,79
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,80
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2002,80
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,78
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,79
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,78
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,78
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,80
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,80
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,79
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,78
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2003,81
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,81
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,80
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2003,81
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,80
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,80
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,79
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,80
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,79
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,80
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,81
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,79
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,77
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,80
